#,DOB,Birth City,S/P,Ctry,HT,Wt,S,Rk,Age,BTN Code,Last Name,First Name,End Team,Teams,Pos,GP,G,A,PTS,+/-,Sh,Sh%,TOI,TOI/G,Shifts,Sh/G,TOI/Sh,Passes,Pa/60,IGP,IAP,IPP,FO,FOW,FOL,FO%,%Tm,Hits,BkS,MsS,GvA,TkA,H/60,B/60,M/60,G/60,T/60,PIM,Minor,Major,Misc,G Misc,Match,NetPen,ESTOI,ESTOI/G,55TOI/G,55TOF/G,ES%,ESG,ESA1,ESA2,ESA,ESP,ESP/60,ESPass,ESIGP,ESIAP,ESIPP,ESFO,ESFOW,ESFOL,ESFO%,ESOZFOW,ESOZFOL,ESOZ%,ESDZFOW,ESDZFOL,ESDZ%,ESNZFOW,ESNZFOL,ESNZ%,OZ%,OZRk,ESOZF,ESDZF,ESNZF,TOI QoC,RCQoC,QoCRk,CQoC ,RCQoT,CQoT ,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPG,PPA1,PPA2,PPA,PPP,PPP/60,PPPass,PPIGP,PPIAP,PPIPP,PPFO,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,SHTOI,SHTOI/G,45TOI/G,45TOF/G,SH%,SHG,SHA1,SHA2,SHA,SHP,SHPass,SHFO,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,SHPenT,SHPenD,tmGF,tmPPGF,tmGA,tmPPGA,SOS,SOG,SO%,SOGDG,1G,OTG,GWG,ENG,PSG,PST,PS%,DIA,OPS,DPS,PS,PS/G,PS/60,OGIT,DIT,RPM,OGVT,DGVT,SGVT,GVT,GVT/G,GVT/60,Full,LTIR,SOIR,Ginj,Injury,Cap Cost,Bonuses,GVS,
64,Feb 17 '88,Ottawa,ON,CAN,72,203,L,Y,25,VICTORBARTLEY,Bartley,Victor,NSH,NSH,D,24,0,7,7,2,19,0.0%,469.0,19.5,576,24.0,0.81,44,5.66,0.0%,46.7%,46.7%, , , , ,0.0,35,28,15,15,11,4.5,3.6,1.9,1.9,1.4,6,3,0,0,0,0,2.2,424.1,17.7,17.29,33.38,34.1%,0,4,3,7,7,0.99,44,0.0%,46.7%,46.7%, ,,, ,47,49,26.5%,56,69,34.5%,74,67,39.0%,43.4%,5,165,127,129,15.38176173,0.127,3,-1.031,-0.226,-6.24,9.0%,.930,939,2.0%,2.17,1.88,24.00,26.89,47.28,53.21,-5.93,15,13,151,173,75,88,94,86,0.77,2.40,3.00,29.06,28.16,48.98,52.43,-2.5,32,40,356,336,116,138,186,150,3,2,-1,0.42,0.28,-0.14,17.3,0.7,0.72,3.8,15.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,1,7,4,6,2,0,6,0,1,27.7,1.2,1.13,2.82,28.6%,0,0,0,0,0,0, ,,, ,0,3,2,20,1,9,11,0,0,0,15,0,16,3,,, ,,0,0,0,0,0,0, ,4,0.2,1.2,1.5,0.06,0.19,6.9,8.4,3.5,0.9,1.7,0,2.6,0.11,0.33,53,0,0,,,"$287,753",$0,2.6,
63,Jul 29 '90,Spokane,WA,USA,69,182,R,Y,23,TYLERJOHNSON,Johnson,Tyler,TBL,TBL,C,14,3,3,6,3,11,27.3%,183.0,13.1,265,18.9,0.69,19,6.18,37.5%,37.5%,75.0%,121,72,49,59.5%,15.4,18,4,9,4,2,5.9,1.3,3.0,1.3,0.7,4,2,0,0,0,0,0.8,150.1,10.7,10.36,38.67,21.1%,3,2,1,3,6,2.40,19,42.9%,42.9%,85.7%,94,53,41,56.4%,21,15,31.3%,25,22,40.9%,20,12,27.8%,43.4%,3,48,51,39,14.98733668,-0.014,12,-0.877,0.63,-4.059,10.6%,.942,953,4.8%,2.90,1.65,27.30,28.54,53.78,51.71,2.07,7,4,59,65,27,30,26,37,6.75,2.44,2.44,26.38,29.92,51.98,60.18,10.3,22,22,216,248,111,127,146,120,2,2,0,0.80,0.80,0.00,23.6,1.7,1.68,3.63,31.6%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,17,11,6,64.7%,1,0,8,4,5,1,1,7,0,0,9.4,0.7,0.58,3.88,13.0%,0,0,0,0,0,0,10,8,2,80.0%,0,2,0,9,1,2,2,1,0,1,8,1,6,2,,, ,,1,0,0,0,0,0, ,4,0.5,0.3,0.7,0.05,0.23,3.2,3.5,3.1,1.1,0.7,0,1.8,0.13,0.59,30,0,0,,,"$224,242","$160,000",1.7,
14,Sep 01 '89,Halmstad,,SWE,71,185,L,Y,24,GUSTAVNYQUIST,Nyquist,Gustav,DET,DET,C/RW,22,3,3,6,0,46,6.5%,286.9,13.0,384,17.5,0.75,32,6.71,33.3%,33.3%,66.7%,4,1,3,25.0%,0.3,2,3,26,3,19,0.4,0.6,5.4,0.6,4.0,6,3,0,0,0,0,1.7,239.4,10.9,10.71,37.73,22.1%,3,1,0,1,4,1.00,25,60.0%,20.0%,80.0%,3,0,3,0.0%,34,48,39.8%,28,25,25.7%,36,35,34.5%,60.7%,13,99,90,51,14.9275817,0.239,8,-1.368,1.111,8.447,4.1%,.956,960,-0.4%,1.27,1.27,31.32,28.78,60.10,49.40,10.70,5,5,118,108,62,38,43,51,-1.79,1.81,2.02,30.94,26.02,58.62,45.61,-2.3,25,28,403,332,181,115,156,202,2,5,3,0.50,1.25,0.75,47.3,2.2,2.15,3.87,35.7%,0,1,1,2,2,2.5,8,0.0%,50.0%,50.0%,1,1,0,100.0%,4,0,26,6,19,2,0,23,1,0,0.2,0.0,0.01,4.69,0.2%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,9,4,5,0,2,0,0%,0,0,0,0,0,0,0, ,2,0.2,0.4,0.5,0.02,0.10,4.8,3.5,0.1,0.4,0.3,-0.6,0.2,0.01,0.04,46,0,0,,,"$389,141","$37,500",-0.1,
24,Feb 29 '88,Trenton,NJ,USA,75,190,R,Y,25,BOBBYSANGUINETTI,Sanguinetti,Bobby,CAR,CAR,D,37,2,4,6,-6,48,4.2%,545.9,14.8,751,20.3,0.73,30,3.26,10.5%,21.1%,31.6%, , , , ,0.0,50,40,16,12,12,5.5,4.4,1.8,1.3,1.3,4,2,0,0,0,0,9.5,481.4,13.0,12.69,35.7,26.2%,2,1,1,3,5,0.62,16,11.1%,16.7%,27.8%, ,,, ,105,70,41.5%,46,61,25.4%,64,76,33.2%,62.1%,7,192,157,128,15.05060999,-0.362,7,-0.899,0.778,3.616,6.4%,.896,902,-4.0%,2.30,2.94,36.04,28.24,69.77,52.78,17.00,18,23,264,198,113,94,98,151,9.50,2.41,2.91,31.80,31.89,61.32,60.50,16.2,53,64,647,638,291,313,317,359,1,7,6,0.12,0.87,0.75,21.5,0.6,0.58,4.6,11.2%,0,1,0,1,1,2.8,14,0.0%,100.0%,100.0%, ,,, ,1,0,13,4,11,2,1,5,0,0,43.0,1.2,1.11,3.88,22.2%,0,0,0,0,0,0, ,,, ,0,3,7,29,4,11,13,4,0,1,20,1,28,3,,, ,,0,0,1,0,0,0, ,2,0.3,0.4,0.7,0.02,0.08,9.2,10.4,-2.8,0.4,-0.1,0,0.4,0.01,0.04,99,0,0,4,Upper body,"$700,000",$0,0.0,
62,Apr 14 '88,Saskatoon,SK,CAN,76,222,R,Y,25,ERICGRYBA,Gryba,Eric,OTT,OTT,D,33,2,4,6,-3,51,3.9%,669.2,20.3,874,26.5,0.77,29,2.64,10.5%,21.1%,31.6%, , , , ,0.0,89,37,18,32,10,8.0,3.3,1.6,2.9,0.9,26,13,0,0,0,0,-5.7,587.3,17.8,17.26,31.22,35.6%,2,2,2,4,6,0.61,29,11.1%,22.2%,33.3%, ,,, ,82,94,31.6%,100,73,31.1%,99,109,37.3%,50.4%,1,216,201,187,16.07748705,1.155,1,0.316,-1.029,7.499,6.8%,.928,935,-0.4%,1.90,2.21,27.92,30.76,52.46,56.15,-3.69,18,21,247,271,104,108,133,129,-11.06,2.15,2.10,35.93,29.00,66.33,51.77,-18.2,37,36,580,462,227,175,216,295,12,2,-10,1.23,0.20,-1.02,4.2,0.1,0.14,4.87,2.8%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,1,0,0,1,1,0,0,1,0,2,77.6,2.4,2.22,3.13,41.5%,0,0,0,0,0,0, ,,, ,0,3,10,44,5,21,17,5,1,0,18,0,25,4,,, ,,0,0,0,0,0,0, ,5,0.1,1.5,1.6,0.05,0.14,10.5,14.3,-5.9,0,0.9,0,1,0.03,0.09,72,0,0,,,"$409,091",$0,0.9,
58,Jul 26 '87,Victoria,BC,CAN,73,200,L,Y,26,JORDIEBENN,Benn,Jordie,DAL,DAL,D,26,1,5,6,-4,31,3.2%,450.2,17.3,631,24.3,0.71,39,5.17,6.7%,33.3%,40.0%, , , , ,0.0,25,31,18,21,8,3.3,4.1,2.4,2.8,1.1,10,5,0,0,0,0,0.0,360.5,13.9,13.66,33.13,29.2%,0,3,2,5,5,0.83,39,0.0%,38.5%,38.5%, ,,, ,44,66,31.2%,64,52,32.9%,66,61,36.0%,48.7%,5,131,133,106,15.19553716,-0.591,7,0.969,-0.278,-2.74,7.7%,.918,925,-0.5%,2.20,2.37,28.38,28.72,55.58,53.38,2.20,13,14,155,156,57,55,91,104,6.13,2.09,2.30,26.19,29.39,55.93,53.98,0.2,30,33,346,389,197,179,174,230,4,3,-1,0.67,0.50,-0.17,38.4,1.5,1.45,4.42,24.7%,1,0,0,0,1,1.6,0,50.0%,0.0%,50.0%, ,,, ,2,1,24,4,14,2,1,15,1,0,51.4,2.0,1.86,4.07,31.4%,0,0,0,0,0,0, ,,, ,0,5,5,42,1,22,21,1,0,0,15,2,25,8,,, ,,0,0,0,0,0,0, ,1,0.2,0.5,0.8,0.03,0.11,8.2,11.2,-3.4,0.4,0.6,1,2,0.08,0.27,80,0,0,,,"$424,242",$0,2.0,
16,Jan 16 '92,Newport Beach,CA,USA,71,186,L,Y,21,JASONZUCKER,Zucker,Jason,MIN,MIN,LW,20,4,1,5,4,34,11.8%,225.3,11.3,312,15.6,0.72,0,0.00,40.0%,10.0%,50.0%,1, ,1,0.0%,0.0,11,5,14,7,4,2.9,1.3,3.7,1.9,1.1,8,4,0,0,0,0,-1.4,218.8,10.9,10.83,38.21,22.1%,4,0,1,1,5,1.37,0,40.0%,10.0%,50.0%,1,0,1,0.0%,34,19,27.7%,43,31,38.7%,40,24,33.5%,41.7%,4,82,90,81,15.22266652,-0.327,11,-2.756,-2.688,-3.434,9.4%,.945,954,3.9%,2.77,1.66,29.36,30.19,49.86,58.17,-8.31,10,6,96,103,33,45,56,41,-5.74,2.20,2.36,27.79,27.09,49.23,50.80,-6.7,28,30,326,315,110,144,158,163,4,3,-1,1.10,0.82,-0.27,6.5,0.3,0.33,4.92,6.3%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,6,0,0,2,0,0,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,10,0,6,0,,, ,,1,0,0,0,0,0, ,1,0.4,0.5,0.8,0.04,0.21,4.6,4.5,4.8,0.3,1,0,1.3,0.07,0.35,45,0,0,2,Head,"$294,697","$185,000",1.2,
74,Jan 14 '91,Toronto,ON,CAN,74,192,L,Y,22,PETERHOLLAND,Holland,Peter,ANA,ANA,C,21,3,2,5,4,26,11.5%,243.4,11.6,314,15.0,0.78,17,4.29,27.3%,18.2%,45.5%,203,89,114,43.8%,16.1,17,8,12,8,7,4.2,2.0,3.0,2.0,1.7,4,2,0,0,0,0,-1.4,227.9,10.9,10.84,38.43,22.0%,2,2,0,2,4,1.05,17,20.0%,20.0%,40.0%,196,85,111,43.4%,34,42,33.9%,32,32,28.6%,30,54,37.5%,54.3%,12,91,78,73,14.84957,-0.373,8,1.165,-1.375,-5.815,11.5%,.946,957,6.1%,2.64,1.58,22.93,29.26,49.29,53.24,-3.95,10,6,77,105,41,37,54,59,1.91,2.45,1.71,27.14,26.24,51.67,55.46,-0.2,33,23,332,330,139,186,207,191,2,1,-1,0.53,0.26,-0.26,14.9,0.7,0.7,2.68,20.7%,1,0,0,0,1,4.0,0,100.0%,0.0%,100.0%,7,4,3,57.1%,1,0,22,1,11,0,0,6,0,0,0.6,0.0,0.03,6.26,0.5%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,1,0,0,0,0,11,1,6,0,,, ,,1,0,0,0,0,0, ,1,0.2,0.4,0.6,0.03,0.15,5.1,4.6,2.6,-0.1,0.8,0,0.7,0.03,0.17,62,0,0,,,"$544,848","$425,000",0.3,
15,Jul 29 '90,Fergus,ON,CAN,74,205,L,Y,23,TYEMCGINN,McGinn,Tye,PHI,PHI,LW,18,3,2,5,0,33,9.1%,229.0,12.7,282,15.7,0.81,0,0.00,30.0%,20.0%,50.0%, , , , ,0.0,19,1,8,2,6,5.0,0.3,2.1,0.5,1.6,19,1,3,0,0,0,3.7,198.5,11.0,11.02,35.41,23.7%,3,0,2,2,5,1.51,0,42.9%,28.6%,71.4%, ,0,0, ,32,35,32.5%,40,26,32.0%,41,32,35.4%,50.4%,11,64,75,58,15.8493844,0.101,13,0.237,0.624,-4.5,6.9%,.908,915,-2.3%,2.12,2.12,30.85,22.99,62.01,48.40,13.61,7,7,95,69,34,34,50,69,18.17,2.35,3.58,28.62,27.96,55.16,56.76,15.2,25,38,279,259,125,138,168,157,0,5,5,0.00,1.51,1.51,30.2,1.7,1.68,4.02,29.5%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,3,0,23,6,6,3,3,15,1,0,0.3,0.0,0.01,5.97,0.2%,0,0,0,0,0,0, ,0,0, ,0,0,0,1,0,0,1,0,0,0,10,3,7,0,,, ,,0,0,1,0,0,0, ,1,0.3,0.3,0.5,0.03,0.13,4.5,3.6,1.3,0.3,0.3,0,0.6,0.03,0.16,71,0,0,6,Facial,"$555,808",$0,0.3,
75,Jun 05 '90,Prague,,CZE,72,204,R,Y,23,RADKOGUDAS,Gudas,Radko,TBL,TBL,D,22,2,3,5,3,31,6.5%,373.8,17.0,488,22.2,0.77,12,1.97,12.5%,18.8%,31.3%, , , , ,0.0,87,28,11,17,5,14.0,4.5,1.8,2.7,0.8,38,9,2,1,0,0,-1.2,351.7,16.0,15.69,33.85,31.7%,2,1,2,3,5,0.85,12,13.3%,20.0%,33.3%, ,,, ,51,39,34.2%,42,33,28.5%,54,44,37.3%,54.5%,7,135,108,105,15.31840572,0.066,5,-0.745,1.156,-4.359,8.2%,.920,928,0.1%,2.61,2.26,31.98,28.16,61.19,51.80,9.39,15,13,169,149,81,71,65,87,11.82,2.58,2.58,26.10,29.97,50.68,57.93,16.6,32,32,292,340,139,165,182,166,5,3,-2,0.85,0.51,-0.34,3.7,0.2,0.17,4.38,3.7%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,1,0,3,0,2,0,0,1,0,0,18.4,0.8,0.84,4.24,16.5%,0,0,0,0,0,0, ,,, ,0,2,4,11,1,4,6,2,1,0,17,1,15,2,,, ,,0,0,1,0,0,0, ,2,0.3,0.8,1.1,0.05,0.18,6.6,7.6,3,0.6,0.9,0,1.5,0.07,0.24,46,0,0,,,"$290,404","$125,000",1.4,
73,Apr 24 '92,Toronto,ON,CAN,73,187,R,Y,21,TYLERTOFFOLI,Toffoli,Tyler,LAK,LAK,C/RW,10,2,3,5,3,20,10.0%,119.8,12.0,178,17.8,0.67,9,4.26,25.0%,37.5%,62.5%, , , , ,0.0,4,1,9,2,3,2.0,0.5,4.5,1.0,1.5,2,1,0,0,0,0,-1.2,104.2,10.4,10.24,40.07,20.4%,1,1,1,2,3,1.73,9,16.7%,33.3%,50.0%, ,0,0, ,17,23,43.5%,15,14,31.5%,13,10,25.0%,58.0%,9,47,37,29,15.31775346,-0.809,12,1.866,-1.339,11.025,11.8%,.946,958,6.4%,3.52,1.76,29.88,32.81,59.77,57.42,2.34,6,3,45,53,28,18,24,23,-8.82,2.99,2.10,33.39,27.40,56.75,53.46,-1.0,20,14,203,169,83,88,86,73,1,0,-1,0.58,0.00,-0.58,15.6,1.6,1.55,2.88,35.0%,1,0,1,1,2,7.7,0,50.0%,50.0%,100.0%, ,0,0, ,2,0,15,0,5,1,0,5,0,0,0.0,0.0,,, ,0,0,0,0,0,0, ,0,0, ,,,0,0,0,0,0,0,0,0,8,2,3,0,,, ,,0,0,0,0,0,0, ,1,0.4,0.3,0.7,0.07,0.35,2.7,2.1,2.8,0.9,0.5,0,1.4,0.14,0.70,44,0,0,,,"$297,778","$200,000",1.3,
53,Jan 11 '92,Sherwood Park,AB,CAN,73,193,R,Y,21,MARKPYSYK,Pysyk,Mark,BUF,BUF,D,19,1,4,5,-7,21,4.8%,309.3,16.3,392,20.6,0.79,38,7.45,16.7%,66.7%,83.3%, , , , ,0.0,6,9,8,9,3,1.2,1.7,1.6,1.7,0.6,0,0,0,0,0,0,3.4,286.7,15.1,14.21,34.29,29.3%,0,2,2,4,4,0.84,38,0.0%,80.0%,80.0%, ,,, ,25,43,29.7%,40,41,35.4%,31,49,34.9%,45.6%,1,84,103,75,15.15440614,-0.064,6,1.004,1.409,-10.153,5.2%,.923,928,-2.5%,1.11,2.44,21.33,31.56,46.89,56.67,-9.78,5,11,91,131,51,57,56,64,2.34,2.21,2.21,25.88,33.61,44.67,61.89,7.4,24,24,257,341,87,140,167,117,0,2,2,0.00,0.42,0.42,15.6,0.8,0.9,4.39,17.0%,1,0,0,0,1,3.9,0,100.0%,0.0%,100.0%, ,,, ,1,1,10,1,3,1,0,5,0,0,7.0,0.4,0.35,4.72,6.9%,0,0,0,0,0,0, ,,, ,0,0,0,4,0,1,3,0,0,0,6,1,12,0,,, ,,0,0,0,0,0,0, ,2,0.3,0.0,0.3,0.02,0.06,4.3,4.1,-6.3,1,-0.8,0,0.2,0.01,0.04,42,0,0,,,"$369,091",$0,-0.1,
25,May 16 '94,Khabarovsk,,RUS,75,200,L,Y,19,MIKHAILGRIGORENKO,Grigorenko,Mikhail,BUF,BUF,C,25,1,4,5,-1,31,3.2%,255.9,10.2,322,12.9,0.79,34,7.97,11.1%,44.4%,55.6%,149,57,92,38.3%,9.8,2,2,11,6,7,0.5,0.5,2.6,1.4,1.6,0,0,0,0,0,0,1.6,240.1,9.6,9.44,38.19,19.8%,1,3,1,4,5,1.25,34,11.1%,44.4%,55.6%,145,56,89,38.6%,29,53,42.9%,18,23,21.5%,32,36,35.6%,66.7%,13,77,79,72,15.07875174,-0.51,12,0.568,-0.428,-10.147,8.8%,.924,932,1.2%,2.29,2.54,25.93,33.31,47.03,57.20,-10.17,9,10,93,121,39,47,47,44,-3.54,2.45,2.45,28.53,31.04,51.78,58.44,-3.5,39,39,415,455,165,204,232,205,0,2,2,0.00,0.50,0.50,15.6,0.6,0.59,4.45,11.7%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%,4,1,3,25.0%,0,0,12,4,3,1,0,3,0,0,0.2,0.0,0.01,5.48,0.2%,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0,9,0,10,0,,, ,,0,0,0,0,0,0, ,1,-0.1,0.2,0.2,0.01,0.05,5,4.8,-0.5,-0.3,0.3,0,0,0.00,0.00,67,0,0,,,"$626,010","$850,000",-0.5,
23,Jul 16 '90,Albany,NY,USA,75,212,L,Y,23,BRIANLASHOFF,Lashoff,Brian,DET,DET,D,31,1,4,5,-10,26,3.8%,551.3,17.8,783,25.3,0.70,40,4.31,10.0%,40.0%,50.0%, , , , ,0.0,44,43,10,11,3,4.8,4.7,1.1,1.2,0.3,15,5,1,0,0,0,-2.3,473.1,15.3,14.91,33.18,31.0%,1,2,2,4,5,0.63,40,10.0%,40.0%,50.0%, ,,, ,74,76,35.9%,54,65,28.5%,72,77,35.6%,55.8%,4,148,161,128,15.66290829,0.233,3,-0.614,0.055,7.044,5.1%,.916,921,-3.4%,1.30,2.60,25.70,30.77,47.77,53.61,-5.84,10,20,188,217,80,91,85,90,-14.97,2.39,2.04,31.50,27.77,58.16,47.54,-16.5,41,35,499,441,207,137,202,250,4,0,-4,0.51,0.00,-0.51,5.7,0.2,0.18,5.36,3.2%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,,, ,0,0,1,1,1,0,0,2,0,0,72.5,2.3,2.16,2.86,43.0%,0,0,0,0,0,0, ,,, ,0,10,6,49,4,26,36,0,1,0,11,0,31,10,,, ,,1,0,0,0,0,0, ,3,0.0,0.5,0.5,0.02,0.05,8.6,13.8,-12.7,0,0.6,0,0.6,0.02,0.07,95,0,0,,,"$502,721",$0,0.6,
20,Feb 24 '91,Port Chester,NY,USA,74,190,L,Y,22,TIMERIXON,Erixon,Tim,CBJ,CBJ,D,31,0,5,5,4,21,0.0%,486.6,15.7,608,19.6,0.80,22,2.66,0.0%,23.8%,23.8%, , , , ,0.0,20,35,13,11,0,2.5,4.3,1.6,1.4,0.0,14,7,0,0,0,0,-0.8,451.9,14.6,13.99,34.29,29.0%,0,1,2,3,3,0.40,10,0.0%,15.8%,15.8%, ,,, ,65,65,34.3%,61,55,30.6%,67,66,35.1%,52.8%,6,155,144,130,15.17399479,-0.997,7,0.569,-0.2,-5.213,10.4%,.930,941,3.5%,2.63,2.08,25.18,29.74,47.45,51.60,-4.15,19,15,163,200,60,71,87,101,0.86,2.26,2.43,25.74,29.13,47.41,53.11,1.6,40,43,416,473,163,184,241,221,7,4,-3,0.93,0.53,-0.40,29.5,1.0,0.93,4.6,16.8%,0,1,0,2,2,4.1,12,0.0%,100.0%,100.0%, ,,, ,2,0,22,6,4,0,2,12,0,0,5.2,0.2,0.17,4.63,3.5%,0,0,0,0,0,0, ,,, ,0,0,0,4,0,1,5,0,0,0,23,3,16,0,,, ,,0,0,0,0,0,0, ,0,0.0,1.5,1.5,0.05,0.18,11.6,10.5,3.6,-0.9,1.5,0,0.6,0.02,0.07,88,0,0,8,Upper body,"$800,000","$850,000",0.0,
74,Mar 28 '91,Frydek-Mistek,,CZE,72,180,L,Y,22,ONDREJPALAT,Palat,Ondrej,TBL,TBL,LW,14,2,2,4,5,16,12.5%,164.3,11.7,238,17.0,0.69,0,0.00,25.0%,25.0%,50.0%,6, ,6,0.0%,0.7,28,1,6,1,4,10.2,0.4,2.2,0.4,1.5,0,0,0,0,0,0,0.7,148.9,10.6,10.6,39.06,21.3%,2,0,2,2,4,1.61,0,25.0%,25.0%,50.0%,5,0,5,0.0%,19,17,27.5%,25,22,35.9%,28,20,36.6%,43.4%,3,47,53,46,15.26057872,0.206,7,-0.001,0.581,-4.165,11.8%,.961,973,7.9%,3.23,1.21,27.49,31.13,49.33,54.58,-5.26,8,3,60,74,23,28,30,31,0.41,2.74,2.52,26.00,25.46,49.92,52.34,-2.8,25,23,212,209,105,120,125,113,0,1,1,0.00,0.40,0.40,4.5,0.3,0.32,4.35,6.9%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,1,0,0,0,0,3,0,0,10.9,0.8,0.78,3.64,17.6%,0,0,0,0,0,0,1,0,1,0.0%,0,1,0,4,0,1,4,1,0,0,8,0,4,1,,, ,,1,0,1,0,0,0, ,4,0.2,0.3,0.5,0.04,0.18,2.8,3.1,4.9,0.4,0.8,0,1.2,0.09,0.44,31,0,0,,,"$181,355",$0,1.2,
44,Nov 11 '92,Ottawa,ON,CAN,69,163,R,Y,21,JEAN-GABRIELPAGEAU,Pageau,Jean-Gabriel,OTT,OTT,C,9,2,2,4,3,14,14.3%,103.5,11.5,154,17.1,0.67,24,13.92,40.0%,40.0%,80.0%,82,40,42,48.8%,15.4,11,3,3,2,1,6.4,1.7,1.7,1.2,0.6,0,0,0,0,0,0,0.8,95.2,10.6,10.38,36.98,21.9%,2,2,0,2,4,2.52,24,40.0%,40.0%,80.0%,71,35,36,49.3%,10,16,34.7%,17,9,34.7%,11,12,30.7%,50.0%,2,39,28,27,15.16477076,0.452,6,-1.118,0.12,9.06,8.3%,.944,953,2.8%,3.21,1.28,38.54,23.12,64.87,42.39,22.48,5,2,55,34,15,16,14,26,12.21,2.16,1.80,34.07,26.50,61.84,48.67,9.3,12,10,177,137,67,53,70,87,0,1,1,0.00,0.63,0.63,0.8,0.1,0.09,6.56,1.4%,0,0,0,0,0,0.0,0,0.0%,0.0%,0.0%, ,0,0, ,0,0,0,0,0,0,0,0,0,0,7.5,0.8,0.83,3.28,20.2%,0,0,0,0,0,0,11,5,6,45.5%,0,1,0,6,0,3,1,1,0,0,5,0,3,1,,, ,,1,0,2,0,0,0, ,6,0.4,0.3,0.6,0.07,0.35,1.2,1.2,2.8,1.2,0.4,0,1.6,0.18,0.93,18,0,0,,,"$111,515",$0,1.6,
47,Mar 14 '93,East Palestine,OH,USA,73,200,L,Y,20,J.T.MILLER,Miller,J.T.,NYR,NYR,C/LW,26,2,2,4,-7,43,4.7%,351.6,13.5,438,16.8,0.80,30,5.11,18.2%,18.2%,36.4%,118,63,55,53.4%,7.8,47,12,20,5,4,8.0,2.0,3.4,0.9,0.7,8,4,0,0,0,0,1.5,311.1,12.0,11.96,38.23,23.8%,1,1,0,1,2,0.39,19,12.5%,12.5%,25.0%,99,49,50,49.5%,46,42,38.8%,34,22,24.7%,45,38,36.6%,61.1%,11,114,88,90,15.21183731,0.026,10,0.595,-3.276,1.065,5.4%,.908,914,-3.8%,1.54,2.70,28.75,29.52,54.80,55.38,-.58,8,14,141,139,60,58,76,75,-3.81,2.17,1.69,31.57,24.87,61.51,53.48,-8.6,36,28,487,384,209,187,287,287,4,6,2,0.77,1.16,0.39,40.3,1.6,1.55,3.19,32.7%,1,1,0,1,2,3.0,11,33.3%,33.3%,66.7%,18,13,5,72.2%,3,1,31,5,9,0,3,12,0,0,0.2,0.0,0,4.51,0.0%,0,0,0,0,0,0,1,1,0,100.0%,0,0,0,0,0,0,0,0,0,0,11,3,15,0,2,1,50%,0,1,0,0,0,0,0, ,3,-0.3,0.1,-0.2,-0.01,-0.03,8,6.8,-8.9,-1.8,-0.1,0.2,-1.6,-0.06,-0.27,64,0,0,2,Wrist,"$804,310",$0,-2.4,
